Date Of Bite,Breed,Age,Age Groups,Gender,Gender,SpayNeuter,Borough,ZipCode
6/23/2018,PETITE GOLDEN DOODLE,4,0-5yrs,M,Male,TRUE,Brooklyn,11201
6/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
6/23/2018,Yorkshire Terrier,4,0-5yrs,M,Male,FALSE,Brooklyn,11235
6/23/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,112
6/22/2018,Golden Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,11215
6/16/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11224
7/4/2018,Yorkshire Terrier,8,5-10yrs,M,Male,FALSE,Brooklyn,11236
7/4/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
7/4/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11216
7/3/2018,HOUND MIX,2,0-5yrs,M,Male,TRUE,Brooklyn,11209
7/5/2018,"Bull Dog, English",11,10-15yrs,M,Male,TRUE,Brooklyn,11234
7/4/2018,SMALL DOG,,Unknown,U,Unknown,FALSE,Brooklyn,11236
7/6/2018,LARGE MIXED BREED,2,0-5yrs,M,Male,FALSE,Brooklyn,11208
7/6/2018,MEDIUM MIXED BREED,2,0-5yrs,F,Female,TRUE,Brooklyn,11203
6/22/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11233
6/24/2018,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Brooklyn,11230
6/21/2018,SHEPERD,,Unknown,U,Unknown,FALSE,Brooklyn,11229
6/25/2018,UNKNOWN,,Unknown,M,Male,FALSE,Brooklyn,11207
6/25/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11223
6/27/2018,LABRADOR X,,Unknown,U,Unknown,FALSE,Brooklyn,11219
6/29/2018,Dachshund Smooth Coat,2,0-5yrs,F,Female,TRUE,Brooklyn,11236
7/9/2018,LARGE MIXED BREED,5,0-5yrs,M,Male,FALSE,Brooklyn,11208
6/28/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11226
7/4/2018,Pomeranian,8,5-10yrs,M,Male,FALSE,Brooklyn,11223
7/5/2018,SPANIEL/POODLE MIX,12,10-15yrs,M,Male,TRUE,Brooklyn,11217
7/3/2018,Jack Russ,,Unknown,U,Unknown,FALSE,Brooklyn,11216
6/28/2018,Jack Russ,1,0-5yrs,M,Male,TRUE,Brooklyn,11234
5/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
6/30/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
7/7/2018,MIXED,,Unknown,U,Unknown,FALSE,Brooklyn,11215
6/11/2018,RETREIVER,,Unknown,U,Unknown,FALSE,Brooklyn,11230
7/7/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11203
7/5/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11203
7/9/2018,American Pit Bull Mix / Pit Bull Mix,,Unknown,U,Unknown,FALSE,Brooklyn,11214
7/14/2018,Alaskan Klee Kai,4,0-5yrs,M,Male,TRUE,Brooklyn,11225
7/10/2018,"Bull Dog, English",8,5-10yrs,M,Male,TRUE,Brooklyn,11249
7/12/2018,Bull Terrier,8,5-10yrs,F,Female,TRUE,Brooklyn,11234
7/10/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
7/14/2018,Cocker Spaniel,,Unknown,U,Unknown,FALSE,Brooklyn,11214
7/10/2018,SMALL DOG,,Unknown,U,Unknown,FALSE,Brooklyn,11223
7/17/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11223
7/1/2018,CHOW CHOW/GOLDEN RETRIEVER X,3,0-5yrs,F,Female,FALSE,Brooklyn,11220
7/4/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11209
7/17/2018,Golden Retriever,3,0-5yrs,M,Male,TRUE,Brooklyn,11209
7/18/2018,Shih Tzu,7,5-10yrs,M,Male,TRUE,Brooklyn,11229
7/15/2018,Yorkshire Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11204
7/16/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
7/19/2018,AUSTRALIAN TERRIER X,12,10-15yrs,M,Male,FALSE,Brooklyn,11222
6/23/2018,American Staffordshire Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11221
7/17/2018,GERMAN SHEPHERD/GOLDEN RETRIEVER X,,Unknown,U,Unknown,FALSE,Brooklyn,
7/15/2018,CORGI,,Unknown,U,Unknown,FALSE,Brooklyn,
7/19/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11209
7/19/2018,SHIH TZU X,10,5-10yrs,M,Male,TRUE,Brooklyn,
7/20/2018,German Shepherd,10,5-10yrs,M,Male,FALSE,Brooklyn,11226
7/7/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11216
6/21/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11212
7/22/2018,HUSKY,,Unknown,U,Unknown,FALSE,Brooklyn,11219
7/21/2018,Labrador Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,11234
7/13/2018,GOLDEN RETRIEVER X,1,0-5yrs,M,Male,TRUE,Brooklyn,11232
7/14/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11204
7/25/2018,COLLIE MIX,9,5-10yrs,M,Male,TRUE,Brooklyn,11237
7/24/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11229
7/4/2018,ROTTWEILER MIX,7,5-10yrs,M,Male,TRUE,Brooklyn,11221
7/22/2018,Shih Tzu,4,0-5yrs,M,Male,FALSE,Brooklyn,11216
7/20/2018,GOLDEN DOODLE,5,0-5yrs,F,Female,TRUE,Brooklyn,
7/12/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
7/16/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11218
7/28/2018,LARGE TERRIER CROSS,4,0-5yrs,M,Male,FALSE,Brooklyn,11213
7/27/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
7/26/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11223
7/28/2018,MORKIE,,Unknown,U,Unknown,FALSE,Brooklyn,11207
7/28/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11215
7/24/2018,Borzoi,,Unknown,U,Unknown,TRUE,Brooklyn,11235
7/24/2018,Borzoi,,Unknown,U,Unknown,FALSE,Brooklyn,11235
7/18/2018,Labrador Retriever Crossbreed,3,0-5yrs,M,Male,TRUE,Brooklyn,11220
7/31/2018,SHIH TZU X,10,5-10yrs,M,Male,TRUE,Brooklyn,11223
7/28/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
7/21/2018,TERRIER MIX,4,0-5yrs,M,Male,TRUE,Brooklyn,11210
7/21/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,11238
7/25/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11214
7/24/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11210
7/23/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11209
7/18/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11214
7/28/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
7/20/2018,SHAR-PEI X,,Unknown,U,Unknown,FALSE,Brooklyn,11226
7/26/2018,Maltese,4,0-5yrs,M,Male,TRUE,Brooklyn,11236
7/26/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11205
7/27/2018,SHIH TZU X,7,5-10yrs,F,Female,TRUE,Brooklyn,11209
7/31/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11209
8/4/2018,Bichon Frise,,Unknown,U,Unknown,FALSE,Brooklyn,11234
8/6/2018,American Pit Bull Mix / Pit Bull Mix,,Unknown,U,Unknown,FALSE,Brooklyn,11207
7/25/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11209
7/29/2018,HOUND X,2,0-5yrs,F,Female,TRUE,Brooklyn,11208
8/3/2018,"Poodle, Standard",,Unknown,U,Unknown,FALSE,Brooklyn,11220
8/3/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11236
8/4/2018,Greyhound,9,5-10yrs,F,Female,TRUE,Brooklyn,11209
7/1/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,
8/4/2018,Beagle,,Unknown,U,Unknown,FALSE,Brooklyn,11223
8/1/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
8/10/2018,Staffordshire Bull Terrier,3,0-5yrs,M,Male,FALSE,Brooklyn,11211
8/5/2018,LABRADOR / SHEPHERD MIX,8,5-10yrs,F,Female,TRUE,Brooklyn,11220
8/13/2018,Chihuahua Crossbreed,6,5-10yrs,M,Male,TRUE,Brooklyn,11220
8/6/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11215
8/3/2018,TERRIER,,Unknown,U,Unknown,FALSE,Brooklyn,11209
8/15/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,11233
8/10/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
8/11/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
8/5/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
8/10/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11231
6/21/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11211
7/30/2018,"Bull Dog, English",2,0-5yrs,F,Female,FALSE,Brooklyn,11237
7/28/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
8/18/2018,BEAGLE MIX,5,0-5yrs,M,Male,TRUE,Brooklyn,11215
8/16/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11224
8/19/2018,LARGE MIXED BREED,7,5-10yrs,M,Male,FALSE,Brooklyn,11206
8/14/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,11228
8/15/2018,Miniature Pinscher,,Unknown,U,Unknown,FALSE,Brooklyn,11209
8/16/2018,ENGLISH POINTER,5,0-5yrs,M,Male,FALSE,Brooklyn,11207
8/18/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11210
8/19/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
8/17/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11204
7/28/2018,"Shar-Pei, Chinese",4,0-5yrs,M,Male,TRUE,Brooklyn,11216
8/19/2018,LARGE MIXED BREED,2,0-5yrs,U,Unknown,FALSE,Brooklyn,11216
8/22/2018,SHEPERD,,Unknown,U,Unknown,FALSE,Brooklyn,11249
8/23/2018,American Pit Bull Terrier/Pit Bull,1,0-5yrs,M,Male,FALSE,Brooklyn,11220
8/23/2018,Golden Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,11234
8/20/2018,Mixed/Other,2,0-5yrs,F,Female,TRUE,Brooklyn,11226
8/18/2018,Bull dog,,Unknown,U,Unknown,FALSE,Brooklyn,11220
8/23/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11212
8/28/2018,Mixed/Other,,Unknown,M,Male,FALSE,Brooklyn,11230
8/25/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11201
7/15/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
8/15/2018,American Pit Bull Mix / Pit Bull Mix,7,5-10yrs,F,Female,FALSE,Brooklyn,11236
7/29/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
8/27/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
8/30/2018,German Shepherd Crossbreed,5,0-5yrs,F,Female,TRUE,Brooklyn,11208
8/29/2018,PIT BULL/BOXER MIX,3,0-5yrs,M,Male,TRUE,Brooklyn,
8/25/2018,BICHON FRISE/CAVALIER KING CHARLES MIX,4,0-5yrs,M,Male,TRUE,Brooklyn,11209
9/2/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11212
8/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11213
8/31/2018,Pit Bull,1,0-5yrs,F,Female,FALSE,Brooklyn,11222
8/18/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11224
8/27/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11232
9/1/2018,LARGE MIXED BREED,2,0-5yrs,M,Male,FALSE,Brooklyn,11230
8/25/2018,Shih Tzu,5,0-5yrs,M,Male,TRUE,Brooklyn,11215
9/6/2018,SMALL MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11208
9/6/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11222
8/29/2018,LABRADOR / SHEPHERD MIX,10,5-10yrs,M,Male,TRUE,Brooklyn,11237
8/6/2018,AMERICAN BULLY,,Unknown,U,Unknown,FALSE,Brooklyn,11224
8/30/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,11201
9/7/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
8/31/2018,MIXED BREED,4,0-5yrs,F,Female,TRUE,Brooklyn,11201
9/11/2018,Pit Bull,,Unknown,M,Male,FALSE,Brooklyn,11223
8/31/2018,YORKIE/SCHNAUZER X,7,5-10yrs,M,Male,FALSE,Brooklyn,11230
9/11/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11228
9/10/2018,LARGE MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11225
9/7/2018,CORGI-DACHSHUND X,4,0-5yrs,M,Male,TRUE,Brooklyn,11231
9/14/2018,POINTER MIX,5,0-5yrs,M,Male,TRUE,Brooklyn,11223
9/9/2018,German Shepherd Crossbreed,12,10-15yrs,F,Female,FALSE,Brooklyn,11220
8/24/2018,Shiba Inu,6,5-10yrs,M,Male,FALSE,Brooklyn,11228
9/11/2018,MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,
9/15/2018,MIXED BREED,2,0-5yrs,F,Female,FALSE,Brooklyn,11208
9/17/2018,MEDIUM MIXED BREED,6,5-10yrs,F,Female,FALSE,Brooklyn,11208
9/6/2018,Tibetan Terrier,14,10-15yrs,M,Male,TRUE,Brooklyn,11231
9/11/2018,German Shepherd,11,10-15yrs,M,Male,TRUE,Brooklyn,11235
9/14/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,
9/14/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
9/2/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11218
8/31/2018,Bull dog,,Unknown,U,Unknown,FALSE,Brooklyn,11225
9/3/2018,Jack Russ,,Unknown,U,Unknown,FALSE,Brooklyn,11214
9/11/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
9/14/2018,German Shepherd,,Unknown,M,Male,TRUE,Brooklyn,11229
7/23/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
9/18/2018,SHEPERD,,Unknown,U,Unknown,FALSE,Brooklyn,11233
9/16/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
9/11/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11211
9/18/2018,Chihuahua,1,0-5yrs,M,Male,TRUE,Brooklyn,11208
9/23/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11212
9/22/2018,German Shepherd,3,0-5yrs,M,Male,FALSE,Brooklyn,11218
9/25/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
9/25/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
9/26/2018,Cane Corso,,Unknown,U,Unknown,FALSE,Brooklyn,11223
9/27/2018,Pit Bull,6,5-10yrs,M,Male,FALSE,Brooklyn,11225
9/27/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
9/30/2018,German Shepherd,4,0-5yrs,M,Male,TRUE,Brooklyn,
9/17/2018,Doberman Pinscher,8,5-10yrs,M,Male,TRUE,Brooklyn,11234
10/1/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11223
9/17/2018,Maltese,8,5-10yrs,F,Female,FALSE,Brooklyn,11230
9/29/2018,MEDIUM MIXED BREED,2,0-5yrs,F,Female,FALSE,Brooklyn,11234
9/14/2018,Bull dog,,Unknown,U,Unknown,FALSE,Brooklyn,11209
9/20/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11226
9/24/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11215
9/26/2018,LABRADOR/PIT BULL X,7,5-10yrs,F,Female,FALSE,Brooklyn,11207
9/23/2018,Boston Terrier,2,0-5yrs,M,Male,TRUE,Brooklyn,11217
9/30/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
9/20/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11204
10/4/2018,SMALL MIXED BREED,7,5-10yrs,M,Male,FALSE,Brooklyn,11217
10/6/2018,Mixed/Other,,Unknown,U,Unknown,FALSE,Brooklyn,11231
10/3/2018,Siberian Husky,2,0-5yrs,F,Female,FALSE,Brooklyn,11214
10/7/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11225
10/6/2018,Siberian Husky,,Unknown,U,Unknown,FALSE,Brooklyn,11226
9/29/2018,MIXED,11,10-15yrs,F,Female,TRUE,Brooklyn,11229
9/26/2018,JACK RUSSELL MIX,9,5-10yrs,M,Male,TRUE,Brooklyn,11203
9/29/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,11207
9/29/2018,Australian Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11201
10/3/2018,POMERIAN/MALTESE X,,Unknown,U,Unknown,FALSE,Brooklyn,11236
10/5/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
10/12/2018,American Pit Bull Mix / Pit Bull Mix,8,5-10yrs,M,Male,FALSE,Brooklyn,11208
10/13/2018,MEDIUM MIXED BREED,,Unknown,M,Male,FALSE,Brooklyn,11206
10/3/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11222
10/14/2018,TERRIER MIX,5,0-5yrs,M,Male,TRUE,Brooklyn,
10/14/2018,MEDIUM MIXED BREED,,Unknown,U,Unknown,FALSE,Brooklyn,11208
10/16/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11203
10/16/2018,LARGE MIXED BREED,6,5-10yrs,M,Male,FALSE,Brooklyn,11208
10/10/2018,SMALL MIXED BREED,6,5-10yrs,M,Male,FALSE,Brooklyn,11224
10/8/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11221
10/16/2018,Labrador Retriever,6,5-10yrs,M,Male,TRUE,Brooklyn,11228
10/7/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
10/22/2018,"Bull Dog, French",5,0-5yrs,M,Male,FALSE,Brooklyn,11235
10/23/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11206
10/21/2018,LARGE MIXED BREED,2,0-5yrs,M,Male,FALSE,Brooklyn,11208
10/26/2018,MEDIUM MIXED BREED,4,0-5yrs,M,Male,FALSE,Brooklyn,11208
10/28/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
10/28/2018,Beagle,,Unknown,U,Unknown,FALSE,Brooklyn,11218
10/29/2018,Labrador Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,11221
10/24/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11226
10/29/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11237
10/16/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11231
10/6/2018,TERRIER,3,0-5yrs,U,Unknown,FALSE,Brooklyn,11216
10/30/2018,Labrador Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,11209
10/8/2018,Boxer,,Unknown,U,Unknown,FALSE,Brooklyn,11207
10/10/2018,MIXED,,Unknown,U,Unknown,FALSE,Brooklyn,11214
10/30/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
10/10/2018,BOXER X,,Unknown,U,Unknown,FALSE,Brooklyn,
10/9/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,
10/24/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,
8/16/2018,MUTT,,Unknown,U,Unknown,FALSE,Brooklyn,11207
10/13/2018,Pit Bull,3,0-5yrs,M,Male,FALSE,Brooklyn,11223
10/10/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11234
10/10/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11234
11/4/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11208
10/21/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
10/13/2018,Beagle,,Unknown,U,Unknown,FALSE,Brooklyn,11226
10/17/2018,Samoyed,,Unknown,U,Unknown,FALSE,Brooklyn,
10/13/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,
11/1/2018,Australian Shepherd,3,0-5yrs,F,Female,TRUE,Brooklyn,11222
11/7/2018,MEDIUM MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11213
10/22/2018,American Pit Bull Mix / Pit Bull Mix,3,0-5yrs,M,Male,TRUE,Brooklyn,11237
11/1/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
10/20/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,
10/31/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11235
10/20/2018,AMERICAN STAFF TERRIER X,9,5-10yrs,M,Male,TRUE,Brooklyn,11235
11/9/2018,Shiba Inu,3,0-5yrs,F,Female,TRUE,Brooklyn,11223
10/29/2018,Cotton De Tulear,10,5-10yrs,M,Male,TRUE,Brooklyn,11223
10/31/2018,UNCERTAIN,,Unknown,U,Unknown,FALSE,Brooklyn,11234
10/28/2018,Pit Bull,4,0-5yrs,M,Male,TRUE,Brooklyn,11211
11/12/2018,"Bull Dog, English",3,0-5yrs,F,Female,TRUE,Brooklyn,11249
11/13/2018,LARGE MIXED BREED,,Unknown,M,Male,FALSE,Brooklyn,11225
11/10/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,11225
11/11/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11207
10/25/2018,TERRIER X,8,5-10yrs,M,Male,TRUE,Brooklyn,11206
11/9/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
11/15/2018,Cock-A-Poo,11,10-15yrs,M,Male,TRUE,Brooklyn,11225
11/7/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11201
11/17/2018,MEDIUM MIXED BREED,5,0-5yrs,M,Male,FALSE,Brooklyn,11204
11/20/2018,MEDIUM MIXED BREED,3,0-5yrs,M,Male,FALSE,Brooklyn,11235
11/11/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11221
11/12/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11220
11/12/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,
11/13/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11237
11/10/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11209
11/21/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11226
11/15/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,11212
11/20/2018,RETRIEVER X,,Unknown,U,Unknown,TRUE,Brooklyn,11205
10/21/2018,MALTIPOO,5,0-5yrs,M,Male,FALSE,Brooklyn,11233
11/22/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11204
11/26/2018,Mixed/Other,5,0-5yrs,F,Female,FALSE,Brooklyn,11223
11/24/2018,Shih Tzu,6,5-10yrs,M,Male,FALSE,Brooklyn,11208
11/3/2018,Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11221
11/4/2018,TERRIER,,Unknown,U,Unknown,FALSE,Brooklyn,11223
11/25/2018,Mixed/Other,1,0-5yrs,M,Male,FALSE,Brooklyn,11231
11/1/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,11212
10/31/2018,Pit Bull,,Unknown,F,Female,FALSE,Brooklyn,11225
11/30/2018,LARGE MIXED BREED,,Unknown,F,Female,FALSE,Brooklyn,11216
12/2/2018,Mixed/Other,,Unknown,U,Unknown,FALSE,Brooklyn,11238
11/28/2018,AMERICAN STAFF TERRIER X,4,0-5yrs,M,Male,TRUE,Brooklyn,11217
11/15/2018,Rottweiler,,Unknown,U,Unknown,FALSE,Brooklyn,11214
10/28/2018,American Pit Bull Mix / Pit Bull Mix,3,0-5yrs,F,Female,TRUE,Brooklyn,11207
11/11/2018,German Shepherd,,Unknown,U,Unknown,FALSE,Brooklyn,
12/2/2018,Shih Tzu,,Unknown,U,Unknown,FALSE,Brooklyn,11220
11/13/2018,Chihuahua,,Unknown,U,Unknown,FALSE,Brooklyn,
11/5/2018,Cairn Terrier,,Unknown,U,Unknown,FALSE,Brooklyn,11215
12/5/2018,Shih Tzu,5,0-5yrs,F,Female,TRUE,Brooklyn,11239
11/5/2018,Staffordshire Bull Terrier,3,0-5yrs,M,Male,TRUE,Brooklyn,11231
12/9/2018,Pit Bull,2,0-5yrs,M,Male,FALSE,Brooklyn,11236
12/6/2018,"Poodle, Miniature",,Unknown,U,Unknown,FALSE,Brooklyn,11228
11/15/2018,Havanese,,Unknown,U,Unknown,FALSE,Brooklyn,11229
11/19/2018,American Pit Bull Terrier/Pit Bull,1,0-5yrs,F,Female,TRUE,Brooklyn,11234
12/11/2018,PIT BULL / BEAGLE X,1,0-5yrs,F,Female,FALSE,Brooklyn,11204
11/19/2018,Maltese,,Unknown,U,Unknown,FALSE,Brooklyn,11234
12/7/2018,UNKNOWN,,Unknown,U,Unknown,FALSE,Brooklyn,11219
12/8/2018,HUSKY,,Unknown,U,Unknown,FALSE,Brooklyn,11207
11/22/2018,Labrador Retriever,3,0-5yrs,M,Male,TRUE,Brooklyn,11209
11/2/2018,Labrador Retriever,,Unknown,U,Unknown,FALSE,Brooklyn,
12/22/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11236
12/17/2018,Greyhound,,Unknown,U,Unknown,FALSE,Brooklyn,11235
12/24/2018,American Pit Bull Terrier/Pit Bull,,Unknown,U,Unknown,FALSE,Brooklyn,11213
12/17/2018,"Dachshund, Wirehaired",11,10-15yrs,F,Female,FALSE,Brooklyn,11218
12/2/2018,Beagle,2,0-5yrs,M,Male,TRUE,Brooklyn,11219
12/14/2018,Bull dog,1,0-5yrs,M,Male,FALSE,Brooklyn,11208
12/3/2018,CATTLE DOG,2,0-5yrs,F,Female,FALSE,Brooklyn,11201
